item_id,question,answer,label
H13,很高兴看到你的这种决心。在日常生活中你是否感到身体不舒服或有任何症状？,还好，没有特别不舒服的。,0
H13,那就好。同时，也要留意自己的健康和安全。你有没有感到身体有任何不适或疼痛呢？,没有哦，我感觉还不错！,0
H13,失眠确实会影响到生活的其他方面。你有没有因为这件事情感到身体上的不适或疼痛呢？,没有特别的不适或疼痛。,0
H13,当然了，这需要大家共同努力。在这个过程中，您有感到身体上不适吗？,没有特别不适。谢谢关心！,0
H13,阿你自己会不会觉得哪边痛痛的？会吗？,不会痛啦，没事的～,0
H13,这样的矛盾感受是正常的，你在过完一天后会觉得很累或者辛苦吗？,还好啦，一般不会觉得特别累。,0
H13,"喔~那就好。那身体呢？你的身体的状况，之前有说到就是有不宁腿，阿之后有一阵子比较好了，阿最近呢？整体状况都还好吗？ ,",最近没啥不宁腿的问题啦，整体还不错！,0
H13,这是我应该做的。你有过其他身体不适感或者疼痛吗？,没有，身体还好。谢谢关心！,0
H13,理解，那您是否经常觉得自己的身体状况因为压力而受到影响呢？,其实还好，没太大影响。,0
H13,拥有这种感受是正常的。在这种情况下，你有没有感到生活或身体状态发生了变化？,没有啥特别的变化。,0
H13,胃部不适可能确实与压力有关。这对您来说是一个提醒，让自己需要一些放松的时间。,"还好没这症状，不过放松确实重要。",0
H13,你提到假装乐观，这会让你觉得疲惫或不适吗？,还好，我觉得还行。,0
H13,在这样的身体状况下，你是否感到乏力，或者有其他不适的症状？,没有感觉到不适。,0
H13,这种无奈感加上工作上的疲惫，会不会让你感到身体上有不适或疼痛呢？,暂时没有身体上的不适或疼痛。,0
H13,这些症状是否会在身体上带来不适或疼痛？,身体上不会有特别不适。,0
H13,比如说，头痛、胃痛这类的。,没有这些症状哦。,0
H13,你曾提到女性让你感到厌烦和负担，这种负担是否让你感到心理压力大呢？,没啥压力，就是偶尔有点烦。,0
H13,这可能需要一段时间的调节。家庭问题带来的压力是否有时让你感到心理或身体上的不适？比如肩颈痛或胃痛？,"还好，这些症状我倒没有。",0
H13,这是一个需要时间的过程。你提到头晕和头痛，这种身体症状还在继续吗？是否有任何不适？,没有头晕和头痛了，谢谢关心！,0
H13,当感到不爽时，你是否感到身体上有任何不适？,没啥特别不适，感觉还好。,0
H13,那在这些情况下，您有没有觉得有些事情比以往更难处理？,没有特别觉得难处理的事情。,0
H13,那时候有没有什么生理上的反应，比如身体的疼痛？,没有，身体上没啥疼。,0
H13,在您处理这些感受时，您是否有感到身体上有任何不适或痛苦呢？,没有特别不舒服的感觉。,0
H13,共同布置婚房的确是件令人开心的事。这似乎是一段让彼此都很开心的时光呢。当你因为争吵觉得疲惫的时候，有觉察到因此导致其他生活领域或工作中精力不足吗？,没有呢，其他方面还挺好的。,0
H13,运用身体运动放松身心是个好办法。但是，你曾因为情绪而产生身体不适的情况吗？,没出现过这样的情况呢。,0
H13,这种对健康的持续关注可能耗费了你很多心理能量。有没有时常感到身体不适？,没怎么感觉到身体不适。,0
H13,平时在情绪低落的时候，你身体有没有任何不适，比如头痛或者胃部不适？,没有那种不适。,0
H13,您提到努力走出分手的情绪困扰，过程中有没有出现身体的不适感呢？,没有身体不适，就是心里难受。,0
H13,这是一个明智的决定，对自己的照顾永远是优先。这段时间有任何身体上的不适吗？如疲惫感或精力不济？,没有特别不适，还挺正常的。,0
H13,在应对生活中的压力时，是否感到身体有不适或疼痛呢？,没有不适或疼痛的感觉。,0
H13,回忆往事时，有没有其他的身体症状呢？,没有其他身体症状哦。,0
H13,这段时间有没有觉得自己变得无精打采呢？身体有没有感到特别疲倦或不适？,最近还好，没有特别疲惫。谢谢关心！,0
H13,某些情况下，如果压抑了情绪，可能会影响到身体健康。你最近有没有出现过头痛或者身体不适感？,没有，我最近没啥不舒服的。,0
H13,这时候可能会觉得体力和精力都低落。,其实我现在精神还不错呢！,0
H13,这份矛盾感是否让你感到痛苦或者有其他不适的感觉呢？,其实还好，我没啥特别不舒服的。,0
H13,你提到耳鸣让你很害怕，这困扰你了吗？,还好啦，没什么特别困扰的。,0
H13,除了疲惫，你还有别的身体上的不适或者疼痛吗？,没有其他的不适或者疼痛。,0
H13,沟通是解决问题的重要途径，不过过程中的确可能有挑战。当沟通不畅时，你是否有感到无能为力或无法控制自己的情绪？,没那感觉，还挺能处理的。,0
H13,是否有感到任何身体上的不适或无名疼痛？,没有，身体没什么不舒服的。,0
H13,晚上可能是因为白天累积的压力在那个时候释放。有没有什么身体上的不适伴随您这种情绪？,没有身体不适，就是心情有点低落。,0
H13,可以理解，这种感觉是正常的。记得在这些时候，深呼吸并给予自己一些温柔的鼓励。你有没有感到自己的症状比之前更严重，有时甚至心烦意乱？,没有啊，我还好，没啥变化。,0
H13,好，你在头晕、晕倒的时候，会不会觉得哪边不舒服？,我没有这种感觉。,0
H13,那是很好的发泄方式，艺术创作是一个很好的出口。你提到分手后心疼得裂开，期间有过其他身体的不适吗？,没有其他不适，就是心里难受。,0
H13,倒是ok，好喔好喔！那身体会不会觉得哪边不舒服？疼痛啊或是觉得⋯,还好啦，身体没啥不舒服的。,0
H13,身处如此压力下的关系，不感到快乐是正常的。你现在是否感到任何身体上的不适，而并非源自生理原因？,"身体上还好，没啥不适。",0
H13,在考虑下一步的时候，也许你需要思考这段关系对你的整体意义。最近身体不太好，这对你的体力和日常活动有影响吗？,整体关系对我很重要，身体还好，谢谢关心。,0
H13,这些症状让人很难受。在体验这些情绪的同时，你有没有身体上的不适呢？,"情绪上比较难受，但身体上还好。",0
H13,晚上可能是容易沉思的时间段。面对这种困境，您会有身体不适或其他症状吗？,没有不适，就是会多想。,0
H13,会不会在情感互动之后你感到比过去更多的情感负担或心理疲惫呢？,不会，我感觉还好。,0
H13,这是一种很普遍的反应。你有没有因此感受到身体上的不适或健康受影响？,没有，身体还挺好的。,0
H13,听起来你有很多事情要处理。你有提到不想动的时候，有没有感受到身体不适或疼痛呢？,没有，身体感觉还好，就是懒得动。,0
H13,在关系中感到犹豫不决太正常不过了。你提到这些压力和纠结，因为这些是否导致了任何身体上的不适或痛苦？,没有身体不适，只是心理上有点累。,0
H13,是啊，我懂！面对挫折，什么因素会对你造成不适呢？,其实没什么特别不舒服的。,0
H13,焦虑是很正常的，尤其在处理关系和责任重大时更明显。工作压力是否让您感到身体有什么不适或痛苦呢？,其实没啥明显的不适呢。,0
H13,刚刚说到有时候工作比较有一些关卡的时候，会特别焦虑，那那个焦虑是会让你身体有不舒服的吗?,不会，对我身体没啥影响。,0
H13,不客气，我们一起慢慢探索。我想知道，在想到霸凌的事时，您会觉得身体有不适吗？,不会有身体不适。谢谢关心。,0
H13,这样的矛盾心理让人痛苦，你有没有想过通过其他方式伤害自己？,没有，没想过。,0
H13,购物确实会带来一些短暂的满足感，但长期来看可能并不能解决问题。你觉得这种购物行为对你有其它影响吗？,我觉得影响不大，挺正常的。,0
H13,了解。那你身体上都还ok吗?会不会觉得酸痛或不舒服啊?,还好啦，没啥不舒服的。,0
H13,您的措施虽然好，但似乎未完全解决症状。对身体有什么影响吗？如疲倦感？,没有这种感觉呢。谢谢关心！,0
H13,这种身体上的反应确实需要引起重视。您是否近期其他的身体症状也变得多了？,没有太多变化，我感觉还好。,0
H13,饮食问题和情绪之间有很强的联系，保持适当的饮食非常重要，即使您可能没有很强的食欲。总体上，您有没有感觉到身体上的不适或疼痛？,还好，没有身体不适或疼痛。,0
H13,这听起来十分难受。这样的事件是否对您造成了心理阴影，让您在以后的一些事情中感到恐惧或不安？,没有啦，我还好，没啥影响。,0
H13,这种情感上的挣扎有时是否也会演变成身体或心理上的压力？,不会哦，这个没有影响到我。,0
H13,那些急切的时刻一定很让人困扰。在环境压力下，你是否有过觉得身体不适的经历？,没有过这样的经历。,0
H13,睡眠不佳会影响我们的情绪和身体。面对这些矛盾，你有没有身体上的不适或者疼痛？比如头痛或肌肉紧张？,会头痛，特别是在和他们争吵之后。,2
H13,那种内疚的感觉是非常沉重的。你有没有出现过身体上的不适感，例如全身无力？,有，全身无力特别明显，常觉得特别累。,2
H13,除了疲惫，你还有别的身体上的不适或者疼痛吗？,腰常常酸痛，还时不时头疼。,2
H13,在这种情绪低落时，你是否感到身体上有任何不适或疼痛呢？,会的，特别是当我觉得无力时，整个人都会痛。,2
H13,你平常有身体不适或疼痛吗？,是的，近来常感到身体不适，尤其是头疼。,2
H13,不用着急，慢慢来。你是否每天感到莫名的身体不适或者疼痛，这种情况是常见的吗？,经常会有，特别是头痛。,2
H13,这是一个相当艰难的状态，有时候当我们感到精神恍惚和精力不足时，会担心自己是不是生病了。你有过这样的想法吗？,是的，有时候我怀疑自己是不是哪里出了问题。我总是很疲倦，感觉注意力和毅力变得越来越差。,2
H13,这种压力对你的身体有没有产生如头痛或其他不适感？,唉，确实有时候会头痛，也常常感到全身无力。,2
H13,这听起来十分难受。这样的事件是否对您造成了心理阴影，让您在以后的一些事情中感到恐惧或不安？,有时候会反复想起，那种无奈和恐惧随时都可能涌上心头。,2
H13,这种身体疼痛会影响你的情绪吗？你是否特别关注或担心这种身体不适？,是的，脚痛让我特别烦躁，但我不能请假，因为那会影响到转专业资格。,2
H13,那在你感到紧张的时候，除了头晕心慌，会有肌肉紧绷的感觉吗？,会的，尤其是肩膀和颈部。,2
H13,这种无奈感加上工作上的疲惫，会不会让你感到身体上有不适或疼痛呢？,有时候，我会觉得背部疼痛，非常不舒服，晚上难以入睡。,2
H13,你提到假装乐观，这会让你觉得疲惫或不适吗？,对的，我经常觉得精疲力尽，因为我不能做回真实的自己。,2
H13,身心俱疲的时候，必要时休息是很重要的。那么身体上有没有其他不适感呢？,会有时感到全身无力，头痛。,2
H13,那么身体上有感到任何不适吗？比如说疲倦或者睡眠不好？,是的，长期加班，压力大，身体已经开始显现一些不好的信号。,2
H13,这确实是个挑战，是不是有时候面对孩子的问题，您自己也会感到头痛呢？,是啊，经常会感到头痛，尤其是她哭的时候。,2
H13,那是一种什么样的体验呢？是否会导致身体不适或者疼痛？,没错，我会自己掐住脖子，直到自己憋得难受才松手。,2
H13,那请问你这段时间的体重变化大吗？还有之前提到过脱发和记忆力下降，这些有没有变得更严重？,对，体重是突然减轻，而且这段时间掉头发比较严重。,2
H13,医疗专业人员可以为你提供支持和工具，帮助改善你的状况。你觉得不舒服或经常感到无力吗？,是的，经常会觉得身体很疲惫。,2
H13,在这样的身体状况下，你是否感到乏力，或者有其他不适的症状？,是的，我一直感到疲惫不堪。,2
H13,你是否发现自己在做某些事情时容易出现发炎的喉咙问题或者其他身体不适？,是的，尤其是在紧张的时候，喉咙很容易发炎。,2
H13,这样的疲惫感有没有影响到您的兴趣和动力呢？,有的，以前喜欢的事情现在也提不起劲。,2
H13,这段时间有没有觉得自己变得无精打采呢？身体有没有感到特别疲倦或不适？,是常见的状态，总是感觉累。,2
H13,面对家庭的复杂情况，您努力地保持自己的稳定是很重要的。每次遇到这样的问题，也许可以考虑写日记来整理心情。您如何评价嫂子对家庭关系的影响，这让您感受到身体的不适或痛苦吗？,是有的，感觉整个人身心疲惫。,2
H13,离婚和无力感时有身体上的不舒服吗？,有时候头疼，浑身没劲，天也懒得出门。,2
H13,你提到绝望，那在这期间你有感到过身体的疼痛不适吗？,比如有几次头痛欲裂，还有心口痛。,2
H13,您的措施虽然好，但似乎未完全解决症状。对身体有什么影响吗？如疲倦感？,是的，疲倦感总是挥之不去，常常觉得精力匮乏。,2
H13,生活中的挑战会让人十分疲惫。您是否觉得在面对挑战或目标时，体力或精神上易疲惫或缺少动力？,是的经常感觉精疲力竭。,2
H13,这样的矛盾心理让人痛苦，你有没有想过通过其他方式伤害自己？,偶尔。我希望身体出问题，能早点去世。,2
H13,怀孕期间，有没有一些让你感到疲惫的事情，让你觉得精力不够呢？,是的，整个人都没有精神，几乎没有什么兴趣。,2
H13,继续坚持这些积极的习惯，它们对提升心情是有益的。你身体上有过因为紧张而导致的不适吗？,有时会觉得头痛和晕眩，尤其在和父亲争执后。,2
H13,没关系，这是一个过程。那在这过程中，你是否感到自己的心理与生理状况因工作时间不固定而显得格外疲惫？,每天都是绷紧的状态，身心都累。,2
H13,在考虑下一步的时候，也许你需要思考这段关系对你的整体意义。最近身体不太好，这对你的体力和日常活动有影响吗？,是有影响，精力不如以前，做事总是拖延。,2
H13,照顾好自己，才能更好地面对生活的挑战。最近，您有没有觉得身体上开始出现不适或者疼痛？,是的，尤其是头疼和胃痛。,2
H13,这是一个明智的决定，对自己的照顾永远是优先。这段时间有任何身体上的不适吗？如疲惫感或精力不济？,确实觉得很累，早晨起床都困难。,2
H13,这是很普遍的感受。你提到你曾带病工作，这对你的身体有影响吗？,确实，我的身体状态不太好，那段时间特别辛苦。,2
H13,某些情况下，如果压抑了情绪，可能会影响到身体健康。你最近有没有出现过头痛或者身体不适感？,是的，头疼比较频繁，尤其是在午睡的时候。,2
H13,这种对健康的持续关注可能耗费了你很多心理能量。有没有时常感到身体不适？,是的，常常会头痛，身体感觉不太对劲。,2
H13,过去的事情有时确实让人感到后悔，但未来仍有许多可以努力的地方。您提到身体健康问题影响了日常生活，这让您感到身体不适或疼痛吗？,是的，肛周脓肿让我感到痛苦，走路和睡觉都成了问题。,2
H13,你提到过身体的一些问题，比如肾结石和泌尿系统感染。近期有没有感觉到身体的不适加剧呢？,有，这种情况已经持续了一年了，小腹总是酸胀。,2
H13,这样的感受会让人自我评价下降呢。您觉得这种冲突会影响到您的身体状态吗？比如说感到疲惫或者精力下降？,我感觉自己确实变得更容易疲惫，做什么都提不起劲来。,2
H13,沟通是解决问题的重要途径，不过过程中的确可能有挑战。当沟通不畅时，你是否有感到无能为力或无法控制自己的情绪？,是的，这种感觉时常出现，尤其是当我的意见被忽视。,2
H13,是不是计划多却感到无从下手的现象会让你有些不适？,是的。有时候会头痛，心里也慌乱。,2
H13,这种感觉让你很不安吗？有没有觉得这种不舒服还影响你的其他日常活动？,是的，有时候胸闷得甚至没办法集中精力。,2
H13,适当的调整和规划，能帮助我们重新找回生活的重心。这种紧张和焦虑的状况会在身体疲累或环境变化时变得更明显吗？,环境变化的时候确实会影响较大，身体累的时候也不太好。,2
H13,在应对生活中的压力时，是否感到身体有不适或疼痛呢？,有时会感到全身酸痛，好像无力。,2
H13,在这个过程中，是否曾因为药物副作用产生躯体的不适感而对药物产生排斥？,是的，那些副作用真的让我很不舒服，所以我想避开药物。,2
H13,尝试找到有效的放松方式是个过程。你最近有注意到身体上的不适或疼痛吗，可能是与心情有关？,是的，常常感到头疼和疲惫。,2
H13,理解，那您是否经常觉得自己的身体状况因为压力而受到影响呢？,是的，最近常常感到疲惫，精力不太充足。,2
H13,你提到耳鸣让你很害怕，这困扰你了吗？,是的，它特别困扰我。感觉好像永远不能正常似的。,2
H13,身体有没有明显疲倦或肌肉酸痛，影响日常活动？,最近浑身酸痛，感觉特别累。,2
H13,倒是ok，好喔好喔！那身体会不会觉得哪边不舒服？疼痛啊或是觉得⋯,"最近背有点痛，全身也挺乏力的。",2
H13,这听起来让人很不舒服。这四个月来有没有感到任何其他身体上的不适或疼痛？,"嗯，有时会感到全身乏力和背痛。",2
H13,感到迷失是很自然的。在没有动力的时候，是否也感到疲惫或身体上的不适呢？,嗯，是啊，身体总是感觉很沉重，特别累。,2
H13,你曾提到女性让你感到厌烦和负担，这种负担是否让你感到心理压力大呢？,嗯，是的，常常感到全身乏力和背痛。,2
H13,这可能需要一段时间的调节。家庭问题带来的压力是否有时让你感到心理或身体上的不适？比如肩颈痛或胃痛？,"是啊，有时候确实会觉得肩颈痛，还有点疲惫。",2
H13,"身体有没有哪里不舒服？ ,",最近感觉全身都很疲惫，背也有点疼。,2
H13,这些不适有哪些具体的表现呢？会有头痛或疲劳的症状吗？,"是的，会有头痛和全身疲倦的感觉。",2
H13,了解。那你身体上都还ok吗?会不会觉得酸痛或不舒服啊?,有点疲惫，背和脖子常常酸痛。,2
H13,工作的长时间压力对身体影响也是不容忽视的。,"是啊，我常常觉得全身都特别累。",2
H13,您提到努力走出分手的情绪困扰，过程中有没有出现身体的不适感呢？,"嗯，有时会感到全身乏力和头痛。",2
H13,会不会觉得白天也常感到能量不足，你怎么看待这种状态？,是啊，老觉得自己像背着大石头，累得慌。,2
H13,比如说，头痛、胃痛这类的。,是啊，我全身都感觉累，总是乏力。,2
H13,分手带来挑战，这个过程中你的身体有不适反应吗？,嗯，有时候感觉全身乏力，背和头也疼。,2
H13,会不会在情感互动之后你感到比过去更多的情感负担或心理疲惫呢？,"是啊，有时候感觉身体都特别累，像背着重担似的。",2
H13,你有经历身体上不适的其他症状吗？,"有啊，经常感觉全身无力，背还疼。",2
H13,看得出来事业对你很重要！不过你有没有担心自己的身心健康会因此受到影响？,嗯，有时确实感觉全身乏力，挺累的。,2
H13,这是我应该做的。你有过其他身体不适感或者疼痛吗？,最近全身都很乏力，背部也有些疼。,2
H13,运动是个好办法，不过效果因人而异。你跑步时有没有感觉到身体上有其他的不适或者痛苦呢？,跑步时全身都很疲惫，尤其背和四肢。,2
H13,有到身体出现一些头痛、肚子痛、腰酸背痛之类的状况吗?,是啊，最近真感觉身体沉重，常常头痛腰酸。,2
H13,或者是觉得肩颈，像是背酸酸紧紧的?眼睛会不会有时候...,是啊，有时候浑身都感觉沉重酸痛。,2
H13,当感到不爽时，你是否感到身体上有任何不适？,是啊，常觉得背和头疼，还有点疲倦。,2
H13,可以理解，这种感觉是正常的。记得在这些时候，深呼吸并给予自己一些温柔的鼓励。你有没有感到自己的症状比之前更严重，有时甚至心烦意乱？,最近感觉全身都很沉重，头也疼。,2
H13,"会觉得比较烦、比较低落吗?还是? 有咳嗽?还是说头痛? ,","最近全身乏力，背痛头痛也有点儿折腾人。",2
H13,饮食问题和情绪之间有很强的联系，保持适当的饮食非常重要，即使您可能没有很强的食欲。总体上，您有没有感觉到身体上的不适或疼痛？,有时全身乏力，尤其是背和头有点疼。,2
H13,回忆往事时，有没有其他的身体症状呢？,嗯，有时候会觉得全身乏力，还有点背痛。,2
H13,"花钱的时候会焦虑，好。会不会身体有哪里不舒服? ,,",有时候会全身乏力，感觉很累。,2
H13,有时候接受支持对我们来说很重要。你有没有在身体上感到不适，比如头痛或胃部不适？,"嗯，是的，我经常感觉全身乏力和头疼。",2
H13,这可能让你在处理问题时感到无力，这种情况是否常发生？,是啊，经常觉得浑身没力气，特别疲惫。,2
H13,好，你在头晕、晕倒的时候，会不会觉得哪边不舒服？,有时候会感觉背部和四肢特别沉重。,2
H13,这份矛盾感是否让你感到痛苦或者有其他不适的感觉呢？,确实，感觉全身都累，特别是背痛和头痛。,2
H13,这些症状是否会在身体上带来不适或疼痛？,"是的，有时候身体上会感到沉重和疼痛。",2
H13,当试图戒掉某些行为后，你提到会有很多情绪涌现，这种状况让你感到困扰吗？,是的，情绪上来时，身体也特别累。,2
H13,睡眠质量下降确实会影响情绪和日常功能。除去这些，你曾有过其他生理上的不适吗？,"是的，经常感觉全身乏力，还有头痛和背痛。",2
H13,是啊，我懂！面对挫折，什么因素会对你造成不适呢？,"有时候感觉全身都特别沉，累得动不了。",2
H13,"那会觉得身体啊，会不会哪边不舒服啊？还是有时候会食欲比较，你三餐有吃吗？ ",最近总觉得身体很沉，还经常没胃口。,2
H13,是的，背景调查的要求有时很严格。您现在有任何身体上的不适吗，例如头痛或心跳加快等？,嗯，有点全身乏力，还有背痛。,2
H13,这段时间四肢或全身的沉重疲倦感明显吗？,最近感觉浑身酸痛，好累啊。,2
H13,晚上可能是容易沉思的时间段。面对这种困境，您会有身体不适或其他症状吗？,"是啊，晚上常觉得四肢沉重，还总头疼。",2
H13,那在这些情况下，您有没有觉得有些事情比以往更难处理？,嗯，有时候真的感觉全身特别累。,2
H13,身体会不会觉得哪边都不舒服？,“是啊，有时全身都觉得沉重。”,2
H13,"那你还算是蛮规律的，有没有其他身体不舒服？ , 不会说头晕头痛啊，胸闷心悸，或者是腰酸背痛？",有啊，就感觉全身乏力，背也疼。,2
H13,这样想对康复是很有帮助的。你说服药有效，那在过程中有没有出现过身体上的不适或其他症状？,有时候感觉四肢沉重，背还会疼。,2
H13,很高兴看到你的这种决心。在日常生活中你是否感到身体不舒服或有任何症状？,最近身体有点沉重，背痛和乏力挺明显的。,2
H13,"那有没有其他腰酸背痛、头痛、肚子痛之类的状况呢? ,",是啊，我常常感到全身乏力和背痛。,2
H13,运用身体运动放松身心是个好办法。但是，你曾因为情绪而产生身体不适的情况吗？,"是的，有时候情绪会让我全身都感到很沉重。",2
H24,您提到曾抱着过去追问自己，这种情况是否引发了对自身意义或价值感的思考？,是的，时常有这样的事情。,1
H24,情感的沟通有助于修复关系。有时，问题被说出口后会减轻其威胁感。你怀疑自己是否值得被爱吗？,是的，我开始对自己产生怀疑。,1
H24,这种自我怀疑可能会影响你的自尊。而你以前是个很乐观的人吗？,没错，我以前对自己充满信心，这次事件对我的打击很大。,1
H24,听起来你对父亲有很深的感情，同时也有些复杂的情绪。你父亲去世后的这些年里，你的情绪是否有所波动，甚至感到绝望或无价值感呢？,是的，有时候会感到这些。但更多的时候我觉得是被他拖累了。,1
H24,在恋爱关系中，这样的女生是否可能会因不如对方而感到自卑呢？,长期下来，这种感觉还是有可能的。,1
H24,家庭压力是实实在在的负担。面对父母时，你有没有觉得自己不够好或无能呢？,是的，我常常会感到自己未尽责。,1
H24,她的悔意是她想留在你身边的一个信号。你有没有觉得自己因为这些事情而有些自卑或不够好呢？,有时候，会觉得自己配不上她。,1
H24,听起来这对你真的造成了很大的困扰。像这种被排斥的感受，有没有让你觉得自己很无价值或者不如他人呢？,是的，我开始怀疑我是不是不适合待在这个小圈子里。,1
H24,这种自卑感是否会让你在和班长合作时感到更大压力呢？,确实有一点。我总觉得需要证明自己，也怕不被认可。,1
H24,你提到对他的反应有些失望和害怕，他是否让你感到自信心下降？,是的，我甚至开始怀疑他家里的人是否会同意我们的关系。,1
H24,专业帮助能提供更多视角，可以很有益。您觉得自己的自尊心是否因为这段关系有所下降？,自从和她吵架以后，自信心的确低落了许多。,1
H24,有时候，我们总是对他人过于放大他们的优点。你对自己有没有信心呢？,我不知道该如何提升自己的信心，也不知道怎么去改变现状。,1
H24,您提到妻子不会干净，是否体验到对自身价值的怀疑或自卑感？,是的，我常常怀疑自己是不是不够好。,1
H24,你提到妈妈每天会抱怨你用钱多，这让你有负担吗？,是的，她越抱怨，我越不敢开口要钱。,1
H24,这种自卑感的产生有没有在其他情况下发生过呢？,是有的，特别是在一些比较的情境中。,1
H24,这种自卑情绪会不会主要依附于幻想本身，而不是自身的其他实际表现呢？,基本上是这样的，我同样也想要改善。,1
H24,这种感觉会不会让你在社交中感到自卑呢？,是的，我就是常常觉得不如别人好。,1
H24,焦虑和头痛往往是联系在一起的。这时候更需要注意自己的身心健康，适当的休息和放松很重要。你有过觉得自己不如他人或者自我价值感较低的经历吗？,有时候确实觉得自己有点失败，特别是当事情进展不顺利的时候。,1
H24,在成长过程中经常不敢表达真实想法，是否让你感到无奈或者自我价值受到影响呢？,是的，我觉得这种情况确实影响了我的自信心。,1
H24,是否有时会觉得自己不如别人呢？,是的，尤其是当朋友和其他人相处得好的时候。,1
H24,孩子是你坚强的动力吧？你对自己的依恋或无能为力感有影响吗？,他们是我生活的一部分，但有时我还是会质疑自己。,1
H24,是的，慢慢适应并加强信心，要相信自己是有办法的。面对同事和同学时，你是否感到自卑或者觉得自己不如别人呢？,有时候会有，特别是别人表现得很出色的时候。,1
H24,你说和解无望，这种感受是否让你感到无助或自我怀疑？,是的，有时候真的不知道自己是否做错了什么。,1
H24,听起来这件事在你脑海中挥之不去。你会因为这些事情而怀疑自己的能力或价值吗？,有时会觉得自己不如别人，特别是现在的情况。,1
H24,焦虑可能会加剧孤独感。有时候，感到自己能力或自我价值较低的感觉吗？,是的，总觉得自己不够好。,1
H24,理解你的坚持，你希望保持真诚，这非常重要。在相处中有没有对自己能力的不满或自我否定呢？,有时候看到她轻松答应，但我却不敢轻易做不到的承诺，会有些怀疑自己的能力。,1
H24,这样的误解肯定让你感到孤立无援。和你爸爸沟通时，你有感受到特别的情绪吗？,对，我感觉无论说什么他们都不会真正地理解我。我一直感到很孤独。,1
H24,这种影响应该让人有所警觉。你是否有过怀疑自己的信念或对自己感到自卑的时候？,确实，在这些事情发生时，我会怀疑自己的判断。,1
H24,这种感受确实可能会让人感到无奈。我们的成长过程中，有时候因为缺乏关心会对自我价值产生疑问或感到自卑。您有这样的感觉吗？,是的，尤其是在面对复杂人际关系时。,1
H24,在经理和同事面前，你是否觉得有些不被重视或者缺乏某种自信？,有时会觉得，因为现在参与感比较低。,1
H24,在你思考这个问题时，有没有感到自卑或不够好？,有时候会，觉得自己没有处理好这段关系。,1
H24,这些都反映出你承受的压力。在别人问责或批评的情境下，你觉得自己有强烈的自卑感吗？,嗯，我时常觉得自己的价值感很低。,1
H24,是不是有时候也担心别人在意或者感到羞愧呢？,一定程度上是的，感觉自己总是让人失望。,1
H24,听起来你可能会经历一些焦虑的症状。可能是因为缺乏信心或者觉得自己不独立，这让你觉得有些自卑吗？,是的，我的独立性比较弱，从小到大基本都没住过校，总是生活在一个熟悉的环境里。,1
H24,对自己的不自信，是否也影响到你对自己价值感的判断呢？,嗯，确实让我有些怀疑自己的价值。,1
H24,听起来这些症状对你的表现有很大影响。那么你觉得紧张和反应慢是因为对自己信心不足吗？,可能有一点，因为我总觉得自己准备不足，尽管已经做了很多准备。,1
H24,很积极的态度！在面临困难时，是否因为它与你的性格不符，而对自己有些不满呢？,有时候会觉得自己的胆怯影响了进步。,1
H24,那样的沟通确实会影响自信。有没有觉得自己贬低了自己的价值呢？,是啊，我开始怀疑自己是不是做错了选择。,1
H24,咨询和寻求专业支持是一个很好的开始。回忆过往的创伤经历依然让你感到痛苦吗？,是的，有时候觉得自己还未从那些阴影中走出来，甚至产生了自卑感。,1
H24,当我们在解决婚姻问题时，自我价值或自信心会受到影响吗？,确实，因为失败的感觉太强烈了。,1
H24,您提到笑后感觉空虚，是不是也会感到自己不如别人呢？,是的，我觉得自己总是比别人差。,1
H24,你的想法非常成熟。你觉得情绪低落与他在关系中的表现和投入是否有关？,有时候是有关系的，但我也想改变这种感觉。,1
H24,这样的经历可能让你怀疑自己的价值感。无论如何，你的感受都是很重要的。,谢谢你这么说。,1
H24,那很好。对于当前的关系，你有没有可能怀疑对方的不够主动，是出于对自己的低自尊或自卑感呢？,可能有一点，我有时候不敢追问太多，怕显得自己不够独立。,1
H24,那是否觉得对自我价值有些疑虑？,偶尔会觉得自己不如别人。,1
H24,那么，从你了解的情况来看，她是否对自己的价值有过怀疑？,是的，她害怕被别人知道后影响到自己的形象。,1
H24,孤独感确实不好受。学习和升学压力有没有让你怀疑自己的能力或者有自卑感？,我一直担心我的学习成绩不够好，可能无法考上大学。,1
H24,你提到过崩溃的感觉，这会让你觉得自己不够好吗？,确实，这种感觉让我很消沉。我不知道怎么跟妈妈说暑假的费用问题。,1
H24,这种自我消失的感觉一定很困扰你。感觉自己无能为力没法掌控生活的方向，这方面会让你感到焦虑是吗？,是的，真的很压抑。我总觉得完美主义压得我喘不过气，害怕任何的不确定性和改变。,1
H24,这表明你的心灵和身体在面对压力时的反应都是很真实的。身体也会表达心理上的不安。你谈及到你对他的感情表现得卑微，是否会因此感到自我价值感低或自卑呢？,是这样的，普遍我在他面前会觉得自己自卑。然而在对待其他人时却不是这样的。,1
H24,很不错！艺术有很强的治愈能力。你有没有在表达自己的情感方面感到不自信？,会有，我总是不敢和他表白，因为怕破坏关系。,1
H24,你是否因为对自己的怀疑而自我贬低呢？,可能是这样吧。我总觉得自己不够好。,1
H24,有没有觉得和其他同学比起来不如他们？这会让你感到不自信吗？,有时候会，特是在看到别人表现的时候。,1
H24,您是否担心这种不认可损害了您的自信心？,有时候会，有时候不太在意，但交叉出现。,1
